state,year_or_session,bill_code,legiscan_title,download_link,filename,empath_environment_500,empath_energy_500,empath_social_500,empath_governance_500,empath_immigration_500,empath_environment_1000,empath_energy_1000,empath_social_1000,empath_governance_1000,empath_immigration_1000,empath_environment_5000,empath_energy_5000,empath_social_5000,empath_governance_5000,empath_immigration_5000
Iowa,88,HF 2643,Iowa House Bill 2643,https://legiscan.com/IA/text/HF2643/id/2195575/Iowa-2019-HF2643-Enrolled.html,iowa_general_assembly_88_HF2643.txt,0.0006590147729144928,0.003020484375858092,0.0014827832390576089,0.0021417980119721016,0.0001098357954857488,0.0007139326706573672,0.0030754022736009666,0.0014827832390576089,0.0021417980119721016,0.0001098357954857488,0.0007139326706573672,0.0030754022736009666,0.0014827832390576089,0.0021417980119721016,0.0001098357954857488
Iowa,88,SF 2373,Iowa Senate Bill 2373,https://legiscan.com/IA/text/SF2373/id/2194968/Iowa-2019-SF2373-Enrolled.html,iowa_general_assembly_88_SF2373.txt,0.0,0.0,0.013745704467353952,0.0,0.003436426116838488,0.0,0.0,0.013745704467353952,0.0,0.003436426116838488,0.0,0.0,0.013745704467353952,0.0,0.003436426116838488
Iowa,88,HF 2556,Iowa House Bill 2556,https://legiscan.com/IA/text/HF2556/id/2194496/Iowa-2019-HF2556-Enrolled.html,iowa_general_assembly_88_HF2556.txt,0.0,0.0,0.0,0.00906555090655509,0.0,0.0,0.0,0.0,0.00906555090655509,0.0,0.0,0.0,0.0,0.00906555090655509,0.0
Iowa,88,SF 2284,Iowa Senate Bill 2284,https://legiscan.com/IA/text/SF2284/id/2193092/Iowa-2019-SF2284-Enrolled.html,iowa_general_assembly_88_SF2284.txt,0.0007942811755361397,0.0,0.0015885623510722795,0.0023828435266084196,0.0,0.0007942811755361397,0.0,0.0015885623510722795,0.0023828435266084196,0.0,0.0007942811755361397,0.0,0.0015885623510722795,0.0023828435266084196,0.0
Iowa,88,SF 2418,Iowa Senate Bill 2418,https://legiscan.com/IA/text/SF2418/id/2192599/Iowa-2019-SF2418-Introduced.html,iowa_general_assembly_88_SF2418.txt,0.0005306447333510214,0.0,0.0010612894667020429,0.0013266118333775537,0.00013266118333775536,0.0006633059166887769,0.0,0.0010612894667020429,0.0013266118333775537,0.00013266118333775536,0.0006633059166887769,0.0,0.0010612894667020429,0.0013266118333775537,0.00013266118333775536
Iowa,88,HF 2641,Iowa House Bill 2641,https://legiscan.com/IA/text/HF2641/id/2195574/Iowa-2019-HF2641-Enrolled.html,iowa_general_assembly_88_HF2641.txt,0.0007560864962951762,0.0006048691970361409,0.0009073037955542114,0.005027975200362921,0.0,0.0008694994707394525,0.0008316951459246938,0.0009073037955542114,0.005027975200362921,0.0,0.0008694994707394525,0.0008316951459246938,0.0009073037955542114,0.005027975200362921,0.0
Iowa,88,SF 458,Iowa Senate Bill 458,https://legiscan.com/IA/text/SF458/id/2194206/Iowa-2019-SF458-Enrolled.html,iowa_general_assembly_88_SF458.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,88,HF 2627,Iowa House Bill 2627,https://legiscan.com/IA/text/HF2627/id/2194555/Iowa-2019-HF2627-Enrolled.html,iowa_general_assembly_88_HF2627.txt,0.0007699711260827719,0.0,0.0011549566891241579,0.0007699711260827719,0.00019249278152069297,0.0009624639076034649,0.0,0.0011549566891241579,0.0007699711260827719,0.00019249278152069297,0.0009624639076034649,0.0,0.0011549566891241579,0.0007699711260827719,0.00019249278152069297
Iowa,88,HF 2642,Iowa House Bill 2642,https://legiscan.com/IA/text/HF2642/id/2194996/Iowa-2019-HF2642-Enrolled.html,iowa_general_assembly_88_HF2642.txt,0.006863780359028511,0.00039598732840549105,0.0030359028511087647,0.00039598732840549105,0.0,0.007655755015839493,0.0022439281942977824,0.0030359028511087647,0.00039598732840549105,0.0,0.007655755015839493,0.0022439281942977824,0.0030359028511087647,0.00039598732840549105,0.0
Iowa,88,SF 2419,Iowa Senate Bill 2419,https://legiscan.com/IA/text/SF2419/id/2192923/Iowa-2019-SF2419-Introduced.html,iowa_general_assembly_88_SF2419.txt,0.0003302782594335728,0.00027523188286131066,0.0005504637657226213,0.004926650703217461,0.0,0.0004678942008642281,0.0005229405774364903,0.0005504637657226213,0.004926650703217461,0.0,0.0004678942008642281,0.0005229405774364903,0.0005504637657226213,0.004926650703217461,0.0
Iowa,88,SF 2338,Iowa Senate Bill 2338,https://legiscan.com/IA/text/SF2338/id/2192971/Iowa-2019-SF2338-Enrolled.html,iowa_general_assembly_88_SF2338.txt,0.0,0.0,0.0004803073967339097,0.0009606147934678194,0.0,0.0,0.0,0.0004803073967339097,0.0009606147934678194,0.0,0.0,0.0,0.0004803073967339097,0.0009606147934678194,0.0
Iowa,88,SF 2417,Iowa Senate Bill 2417,https://legiscan.com/IA/text/SF2417/id/2192509/Iowa-2019-SF2417-Introduced.html,iowa_general_assembly_88_SF2417.txt,0.0073245438806765215,0.00039952057530962844,0.003329338127580237,0.0006658676255160474,0.00013317352510320947,0.008256758556398987,0.0021307764016513515,0.003329338127580237,0.0006658676255160474,0.00013317352510320947,0.008256758556398987,0.0021307764016513515,0.003329338127580237,0.0006658676255160474,0.00013317352510320947
Iowa,88,HF 2647,Iowa House Bill 2647,https://legiscan.com/IA/text/HF2647/id/2192644/Iowa-2019-HF2647-Enrolled.html,iowa_general_assembly_88_HF2647.txt,0.0,0.0,0.0012787723785166241,0.00042625745950554135,0.0,0.0,0.0,0.0012787723785166241,0.00042625745950554135,0.0,0.0,0.0,0.0012787723785166241,0.00042625745950554135,0.0
Iowa,88,SF 2398,Iowa Senate Bill 2398,https://legiscan.com/IA/text/SF2398/id/2194920/Iowa-2019-SF2398-Enrolled.html,iowa_general_assembly_88_SF2398.txt,0.0,0.0,0.0,0.007902735562310031,0.0,0.0,0.0,0.0,0.007902735562310031,0.0,0.0,0.0,0.0,0.007902735562310031,0.0
Iowa,88,SF 2415,Iowa Senate Bill 2415,https://legiscan.com/IA/text/SF2415/id/2192517/Iowa-2019-SF2415-Introduced.html,iowa_general_assembly_88_SF2415.txt,0.001098297638660077,0.0027457440966501922,0.0,0.0019220208676551346,0.0,0.001098297638660077,0.0027457440966501922,0.0,0.0019220208676551346,0.0,0.001098297638660077,0.0027457440966501922,0.0,0.0019220208676551346,0.0
Iowa,88,SSB 3202,Iowa Senate Study Bill 3202,https://legiscan.com/IA/text/SSB3202/id/2192129/Iowa-2019-SSB3202-Introduced.html,iowa_general_assembly_88_SSB3202.txt,0.00033026007981285264,0.0002752167331773772,0.0005504334663547544,0.004926379523875052,0.0,0.0004678684464015412,0.0005229117930370166,0.0005504334663547544,0.004926379523875052,0.0,0.0004678684464015412,0.0005229117930370166,0.0005504334663547544,0.004926379523875052,0.0
Iowa,88,SSB 3203,Iowa Senate Study Bill 3203,https://legiscan.com/IA/text/SSB3203/id/2192127/Iowa-2019-SSB3203-Introduced.html,iowa_general_assembly_88_SSB3203.txt,0.0011001100110011,0.0027502750275027505,0.0,0.0019251925192519251,0.0,0.0011001100110011,0.0027502750275027505,0.0,0.0019251925192519251,0.0,0.0011001100110011,0.0027502750275027505,0.0,0.0019251925192519251,0.0
