state,year_or_session,bill_code,legiscan_title,download_link,filename,empath_environment_500,empath_energy_500,empath_social_500,empath_governance_500,empath_immigration_500,empath_environment_1000,empath_energy_1000,empath_social_1000,empath_governance_1000,empath_immigration_1000,empath_environment_5000,empath_energy_5000,empath_social_5000,empath_governance_5000,empath_immigration_5000
Iowa,87,SSB 3198,Iowa Senate Study Bill 3198,https://legiscan.com/IA/text/SSB3198/id/1743182/Iowa-2017-SSB3198-Introduced.html,iowa_general_assembly_87_SSB3198.txt,0.0,0.0,0.0,0.0008424599831508003,0.0,0.0,0.0,0.0,0.0008424599831508003,0.0,0.0,0.0,0.0,0.0008424599831508003,0.0
Iowa,87,SF 2394,Iowa Senate Bill 2394,https://legiscan.com/IA/text/SF2394/id/1774934/Iowa-2017-SF2394-Amended.html,iowa_general_assembly_87_SF2394.txt,0.0,9.472746907148135e-05,3.789098762859254e-05,0.0024629141958585152,0.0,3.789098762859254e-05,9.472746907148135e-05,3.789098762859254e-05,0.0024629141958585152,0.0,3.789098762859254e-05,9.472746907148135e-05,3.789098762859254e-05,0.0024629141958585152,0.0
Iowa,87,SF 2418,Iowa Senate Bill 2418,https://legiscan.com/IA/text/SF2418/id/1794424/Iowa-2017-SF2418-Enrolled.html,iowa_general_assembly_87_SF2418.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,87,SF 2417,Iowa Senate Bill 2417,https://legiscan.com/IA/text/SF2417/id/1791818/Iowa-2017-SF2417-Amended.html,iowa_general_assembly_87_SF2417.txt,0.0007379228743368237,0.00036401367843243696,0.00019084212267331645,0.004652306857169514,5.442534609572358e-05,0.0007866936390200045,0.00044459146356117056,0.00019084212267331645,0.004652306857169514,5.442534609572358e-05,0.0007866936390200045,0.00044459146356117056,0.00019084212267331645,0.004652306857169514,5.442534609572358e-05
Iowa,87,HF 2502,Iowa House Bill 2502,https://legiscan.com/IA/text/HF2502/id/1794485/Iowa-2017-HF2502-Enrolled.html,iowa_general_assembly_87_HF2502.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,87,SF 2420,Iowa Senate Bill 2420,https://legiscan.com/IA/text/SF2420/id/1791212/Iowa-2017-SF2420-Introduced.html,iowa_general_assembly_87_SF2420.txt,0.0,0.0,8.335119430354123e-05,0.00642994927484461,0.0,0.0,0.0,8.335119430354123e-05,0.00642994927484461,0.0,0.0,0.0,8.335119430354123e-05,0.00642994927484461,0.0
Iowa,87,SF 2316,Iowa Senate Bill 2316,https://legiscan.com/IA/text/SF2316/id/1793428/Iowa-2017-SF2316-Enrolled.html,iowa_general_assembly_87_SF2316.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,87,HF 2489,Iowa House Bill 2489,https://legiscan.com/IA/text/HF2489/id/1780418/Iowa-2017-HF2489-Introduced.html,iowa_general_assembly_87_HF2489.txt,6.0100557288592176e-05,0.00026221955474543297,0.00033549283691919606,0.003917239062727692,1.3172724885170888e-05,6.0100557288592176e-05,0.0002671593265773721,0.00033549283691919606,0.003917239062727692,1.3172724885170888e-05,6.0100557288592176e-05,0.0002671593265773721,0.00033549283691919606,0.003917239062727692,1.3172724885170888e-05
Iowa,87,HF 2501,Iowa House Bill 2501,https://legiscan.com/IA/text/HF2501/id/1791028/Iowa-2017-HF2501-Introduced.html,iowa_general_assembly_87_HF2501.txt,0.000311304739776801,4.62092973106189e-05,0.0024190972486822244,0.002066447348153817,3.242757706008343e-05,0.000311304739776801,4.62092973106189e-05,0.0024190972486822244,0.002066447348153817,3.242757706008343e-05,0.000311304739776801,4.62092973106189e-05,0.0024190972486822244,0.002066447348153817,3.242757706008343e-05
Iowa,87,SF 2419,Iowa Senate Bill 2419,https://legiscan.com/IA/text/SF2419/id/1791194/Iowa-2017-SF2419-Introduced.html,iowa_general_assembly_87_SF2419.txt,1.7867544320443685e-05,0.0007289958082741025,0.0016402405686167304,0.0021726933893659525,0.0,5.360263296133106e-05,0.0007289958082741025,0.0016402405686167304,0.0021726933893659525,0.0,5.360263296133106e-05,0.0007289958082741025,0.0016402405686167304,0.0021726933893659525,0.0
Iowa,87,HF 631,Iowa House Bill 631,https://legiscan.com/IA/text/HF631/id/1794491/Iowa-2017-HF631-Enrolled.html,iowa_general_assembly_87_HF631.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,87,HF 2493,Iowa House Bill 2493,https://legiscan.com/IA/text/HF2493/id/1794356/Iowa-2017-HF2493-Enrolled.html,iowa_general_assembly_87_HF2493.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,87,SF 2416,Iowa Senate Bill 2416,https://legiscan.com/IA/text/SF2416/id/1794324/Iowa-2017-SF2416-Enrolled.html,iowa_general_assembly_87_SF2416.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
