state,year_or_session,bill_code,legiscan_title,download_link,filename,empath_environment_500,empath_energy_500,empath_social_500,empath_governance_500,empath_immigration_500,empath_environment_1000,empath_energy_1000,empath_social_1000,empath_governance_1000,empath_immigration_1000,empath_environment_5000,empath_energy_5000,empath_social_5000,empath_governance_5000,empath_immigration_5000
Iowa,84,SF 2287,Iowa Senate Bill 2287,https://legiscan.com/IA/text/SF2287/id/591029/Iowa-2011-SF2287-Introduced.html,iowa_general_assembly_84_SF2287.txt,0.0,0.002797202797202797,0.0,0.0,0.0,0.0,0.002797202797202797,0.0,0.0,0.0,0.0,0.002797202797202797,0.0,0.0,0.0
Iowa,84,HF 2465,Iowa House Bill 2465,https://legiscan.com/IA/text/HF2465/id/643691/Iowa-2011-HF2465-Enrolled.html,iowa_general_assembly_84_HF2465.txt,0.0021077663081662435,0.0018375398584013403,0.0012430416689185536,0.005620710155109982,0.0,0.0028644003675079716,0.0023779927579311464,0.0012430416689185536,0.005620710155109982,0.0,0.0028644003675079716,0.0023779927579311464,0.0012430416689185536,0.005620710155109982,0.0
Iowa,84,SF 2345,Iowa Senate Bill 2345,https://legiscan.com/IA/text/SF2345/id/2143221/Iowa-2019-SF2345-Introduced.html,iowa_general_assembly_84_SF2345.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2460,Iowa House Bill 2460,https://legiscan.com/IA/text/HF2460/id/641121/Iowa-2011-HF2460-Enrolled.html,iowa_general_assembly_84_HF2460.txt,0.0002637826431020839,0.0002637826431020839,0.0010551305724083356,0.009891849116328146,0.0,0.0003956739646531258,0.0002637826431020839,0.0010551305724083356,0.009891849116328146,0.0,0.0003956739646531258,0.0002637826431020839,0.0010551305724083356,0.009891849116328146,0.0
Iowa,84,HSB 676,Iowa House Study Bill 676,https://legiscan.com/IA/text/HSB676/id/2131189/Iowa-2019-HSB676-Introduced.html,iowa_general_assembly_84_HSB676.txt,0.0,0.0,0.0,0.008092347970962751,0.0,0.00023801023444008093,0.0,0.0,0.008092347970962751,0.0,0.00023801023444008093,0.0,0.0,0.008092347970962751,0.0
Iowa,84,SF 2344,Iowa Senate Bill 2344,https://legiscan.com/IA/text/SF2344/id/2143226/Iowa-2019-SF2344-Introduced.html,iowa_general_assembly_84_SF2344.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,84,SSB 3205,Iowa Senate Study Bill 3205,https://legiscan.com/IA/text/SSB3205/id/1763861/Iowa-2017-SSB3205-Introduced.html,iowa_general_assembly_84_SSB3205.txt,0.0,0.0,0.0,0.013177159590043924,0.0,0.0,0.0,0.0,0.013177159590043924,0.0,0.0,0.0,0.0,0.013177159590043924,0.0
Iowa,84,SF 2336,Iowa Senate Bill 2336,https://legiscan.com/IA/text/SF2336/id/645513/Iowa-2011-SF2336-Enrolled.html,iowa_general_assembly_84_SF2336.txt,0.0007333032490974729,8.461191335740072e-05,0.0023409296028880865,0.0023409296028880865,2.8203971119133575e-05,0.0007333032490974729,8.461191335740072e-05,0.0023409296028880865,0.0023409296028880865,2.8203971119133575e-05,0.0007333032490974729,8.461191335740072e-05,0.0023409296028880865,0.0023409296028880865,2.8203971119133575e-05
Iowa,84,SF 2315,Iowa Senate Bill 2315,https://legiscan.com/IA/text/SF2315/id/645566/Iowa-2011-SF2315-Enrolled.html,iowa_general_assembly_84_SF2315.txt,0.0010216303811738181,0.0,0.002008032128514056,0.008666243923060663,3.522863383357994e-05,0.0010216303811738181,0.0,0.002008032128514056,0.008666243923060663,3.522863383357994e-05,0.0010216303811738181,0.0,0.002008032128514056,0.008666243923060663,3.522863383357994e-05
Iowa,84,HF 2475,Iowa House Bill 2475,https://legiscan.com/IA/text/HF2475/id/2169543/Iowa-2019-HF2475-Enrolled.html,iowa_general_assembly_84_HF2475.txt,0.008032128514056224,0.0,0.0,0.0,0.0,0.01606425702811245,0.008032128514056224,0.0,0.0,0.0,0.01606425702811245,0.008032128514056224,0.0,0.0,0.0
