state,year_or_session,bill_code,legiscan_title,download_link,filename,empath_environment,empath_energy,empath_social,empath_governance,empath_immigration
Iowa,84,SF 2287,Iowa Senate Bill 2287,https://legiscan.com/IA/text/SF2287/id/591029/Iowa-2011-SF2287-Introduced.html,iowa_general_assembly_84_SF2287.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2465,Iowa House Bill 2465,https://legiscan.com/IA/text/HF2465/id/643691/Iowa-2011-HF2465-Enrolled.html,iowa_general_assembly_84_HF2465.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2345,Iowa Senate Bill 2345,https://legiscan.com/IA/text/SF2345/id/2143221/Iowa-2019-SF2345-Introduced.html,iowa_general_assembly_84_SF2345.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2460,Iowa House Bill 2460,https://legiscan.com/IA/text/HF2460/id/641121/Iowa-2011-HF2460-Enrolled.html,iowa_general_assembly_84_HF2460.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HSB 676,Iowa House Study Bill 676,https://legiscan.com/IA/text/HSB676/id/2131189/Iowa-2019-HSB676-Introduced.html,iowa_general_assembly_84_HSB676.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2344,Iowa Senate Bill 2344,https://legiscan.com/IA/text/SF2344/id/2143226/Iowa-2019-SF2344-Introduced.html,iowa_general_assembly_84_SF2344.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SSB 3205,Iowa Senate Study Bill 3205,https://legiscan.com/IA/text/SSB3205/id/1763861/Iowa-2017-SSB3205-Introduced.html,iowa_general_assembly_84_SSB3205.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2336,Iowa Senate Bill 2336,https://legiscan.com/IA/text/SF2336/id/645513/Iowa-2011-SF2336-Enrolled.html,iowa_general_assembly_84_SF2336.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2315,Iowa Senate Bill 2315,https://legiscan.com/IA/text/SF2315/id/645566/Iowa-2011-SF2315-Enrolled.html,iowa_general_assembly_84_SF2315.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2475,Iowa House Bill 2475,https://legiscan.com/IA/text/HF2475/id/2169543/Iowa-2019-HF2475-Enrolled.html,iowa_general_assembly_84_HF2475.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2342,Iowa Senate Bill 2342,https://legiscan.com/IA/text/SF2342/id/640722/Iowa-2011-SF2342-Enrolled.html,iowa_general_assembly_84_SF2342.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2454,Iowa House Bill 2454,https://legiscan.com/IA/text/HF2454/id/616134/Iowa-2011-HF2454-Introduced.html,iowa_general_assembly_84_HF2454.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2328,Iowa Senate Bill 2328,https://legiscan.com/IA/text/SF2328/id/633774/Iowa-2011-SF2328-Enrolled.html,iowa_general_assembly_84_SF2328.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2473,Iowa House Bill 2473,https://legiscan.com/IA/text/HF2473/id/641309/Iowa-2011-HF2473-Enrolled.html,iowa_general_assembly_84_HF2473.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2341,Iowa Senate Bill 2341,https://legiscan.com/IA/text/SF2341/id/635604/Iowa-2011-SF2341-Introduced.html,iowa_general_assembly_84_SF2341.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2339,Iowa Senate Bill 2339,https://legiscan.com/IA/text/SF2339/id/635592/Iowa-2011-SF2339-Introduced.html,iowa_general_assembly_84_SF2339.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SSB 3204,Iowa Senate Study Bill 3204,https://legiscan.com/IA/text/SSB3204/id/2192195/Iowa-2019-SSB3204-Introduced.html,iowa_general_assembly_84_SSB3204.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2338,Iowa Senate Bill 2338,https://legiscan.com/IA/text/SF2338/id/635585/Iowa-2011-SF2338-Enrolled.html,iowa_general_assembly_84_SF2338.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2340,Iowa Senate Bill 2340,https://legiscan.com/IA/text/SF2340/id/635598/Iowa-2011-SF2340-Introduced.html,iowa_general_assembly_84_SF2340.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2472,Iowa House Bill 2472,https://legiscan.com/IA/text/HF2472/id/635523/Iowa-2011-HF2472-Enrolled.html,iowa_general_assembly_84_HF2472.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2418,Iowa House Bill 2418,https://legiscan.com/IA/text/HF2418/id/594496/Iowa-2011-HF2418-Introduced.html,iowa_general_assembly_84_HF2418.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2313,Iowa Senate Bill 2313,https://legiscan.com/IA/text/SF2313/id/645194/Iowa-2011-SF2313-Enrolled.html,iowa_general_assembly_84_SF2313.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2316,Iowa Senate Bill 2316,https://legiscan.com/IA/text/SF2316/id/647021/Iowa-2011-SF2316-Enrolled.html,iowa_general_assembly_84_SF2316.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2332,Iowa Senate Bill 2332,https://legiscan.com/IA/text/SF2332/id/633406/Iowa-2011-SF2332-Enrolled.html,iowa_general_assembly_84_SF2332.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SSB 3203,Iowa Senate Study Bill 3203,https://legiscan.com/IA/text/SSB3203/id/2192127/Iowa-2019-SSB3203-Introduced.html,iowa_general_assembly_84_SSB3203.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2458,Iowa House Bill 2458,https://legiscan.com/IA/text/HF2458/id/633462/Iowa-2011-HF2458-Enrolled.html,iowa_general_assembly_84_HF2458.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2449,Iowa House Bill 2449,https://legiscan.com/IA/text/HF2449/id/613511/Iowa-2011-HF2449-Introduced.html,iowa_general_assembly_84_HF2449.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2335,Iowa Senate Bill 2335,https://legiscan.com/IA/text/SF2335/id/631202/Iowa-2011-SF2335-Amended.html,iowa_general_assembly_84_SF2335.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2470,Iowa House Bill 2470,https://legiscan.com/IA/text/HF2470/id/645135/Iowa-2011-HF2470-Enrolled.html,iowa_general_assembly_84_HF2470.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2337,Iowa Senate Bill 2337,https://legiscan.com/IA/text/SF2337/id/626137/Iowa-2011-SF2337-Introduced.html,iowa_general_assembly_84_SF2337.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SSB 3202,Iowa Senate Study Bill 3202,https://legiscan.com/IA/text/SSB3202/id/2192129/Iowa-2019-SSB3202-Introduced.html,iowa_general_assembly_84_SSB3202.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2299,Iowa Senate Bill 2299,https://legiscan.com/IA/text/SF2299/id/591010/Iowa-2011-SF2299-Introduced.html,iowa_general_assembly_84_SF2299.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2451,Iowa House Bill 2451,https://legiscan.com/IA/text/HF2451/id/613573/Iowa-2011-HF2451-Introduced.html,iowa_general_assembly_84_HF2451.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,SF 2293,Iowa Senate Bill 2293,https://legiscan.com/IA/text/SF2293/id/605148/Iowa-2011-SF2293-Amended.html,iowa_general_assembly_84_SF2293.txt,0.0,0.0,0.0,0.0,0.0
Iowa,84,HF 2471,Iowa House Bill 2471,https://legiscan.com/IA/text/HF2471/id/633058/Iowa-2011-HF2471-Amended.html,iowa_general_assembly_84_HF2471.txt,0.0,0.0,0.0,0.0,0.0
