state,year_or_session,bill_code,legiscan_title,download_link,filename,empath_environment_500,empath_energy_500,empath_social_500,empath_governance_500,empath_immigration_500,empath_environment_1000,empath_energy_1000,empath_social_1000,empath_governance_1000,empath_immigration_1000,empath_environment_5000,empath_energy_5000,empath_social_5000,empath_governance_5000,empath_immigration_5000
Iowa,85,SCR 5,Iowa Senate Concurrent Resolution 5,https://legiscan.com/IA/text/SCR5/id/797679/Iowa-2013-SCR5-Introduced.html,iowa_general_assembly_85_SCR5.txt,0.005415162454873646,0.016245487364620937,0.0018050541516245488,0.0,0.0,0.007220216606498195,0.016245487364620937,0.0018050541516245488,0.0,0.0,0.007220216606498195,0.016245487364620937,0.0018050541516245488,0.0,0.0
Iowa,85,HF 398,Iowa House Bill 398,https://legiscan.com/IA/text/HF398/id/1019457/Iowa-2013-HF398-Enrolled.html,iowa_general_assembly_85_HF398.txt,0.0,0.0,0.0,0.0117096018735363,0.0,0.0,0.0,0.0,0.0117096018735363,0.0,0.0,0.0,0.0,0.0117096018735363,0.0
Iowa,85,HSB 131,Iowa House Study Bill 131,https://legiscan.com/IA/text/HSB131/id/734740/Iowa-2013-HSB131-Introduced.html,iowa_general_assembly_85_HSB131.txt,0.001786777843954735,0.0,0.0,0.0005955926146515784,0.0,0.0029779630732578916,0.0,0.0,0.0005955926146515784,0.0,0.0029779630732578916,0.0,0.0,0.0005955926146515784,0.0
Iowa,85,SF 2364,Iowa Senate Bill 2364,https://legiscan.com/IA/text/SF2364/id/1019227/Iowa-2013-SF2364-Enrolled.html,iowa_general_assembly_85_SF2364.txt,0.0033486814566764337,0.0037672666387609877,0.0008371703641691084,0.0025115110925073253,0.0,0.0033486814566764337,0.004185851820845542,0.0008371703641691084,0.0025115110925073253,0.0,0.0033486814566764337,0.004185851820845542,0.0008371703641691084,0.0025115110925073253,0.0
Iowa,85,SF 2363,Iowa Senate Bill 2363,https://legiscan.com/IA/text/SF2363/id/1019690/Iowa-2013-SF2363-Enrolled.html,iowa_general_assembly_85_SF2363.txt,0.004916087472452958,0.0006780810306831666,0.0027123241227326664,0.002373283607391083,0.0,0.004916087472452958,0.0018647228343787084,0.0027123241227326664,0.002373283607391083,0.0,0.004916087472452958,0.0018647228343787084,0.0027123241227326664,0.002373283607391083,0.0
Iowa,85,SF 2357,Iowa Senate Bill 2357,https://legiscan.com/IA/text/SF2357/id/1014035/Iowa-2013-SF2357-Introduced.html,iowa_general_assembly_85_SF2357.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,85,HF 2473,Iowa House Bill 2473,https://legiscan.com/IA/text/HF2473/id/1019928/Iowa-2013-HF2473-Enrolled.html,iowa_general_assembly_85_HF2473.txt,0.0009903931860948797,0.0018817470535802713,0.0006932752302664158,0.003664454788551055,9.903931860948797e-05,0.0010894325047043677,0.0020798256907992472,0.0006932752302664158,0.003664454788551055,9.903931860948797e-05,0.0010894325047043677,0.0020798256907992472,0.0006932752302664158,0.003664454788551055,9.903931860948797e-05
Iowa,85,HF 2460,Iowa House Bill 2460,https://legiscan.com/IA/text/HF2460/id/1019348/Iowa-2013-HF2460-Enrolled.html,iowa_general_assembly_85_HF2460.txt,0.00042727738848060163,8.545547769612032e-05,0.009912835412749958,0.0011963766877456845,0.00042727738848060163,0.00042727738848060163,0.00025636643308836097,0.009912835412749958,0.0011963766877456845,0.00042727738848060163,0.00042727738848060163,0.00025636643308836097,0.009912835412749958,0.0011963766877456845,0.00042727738848060163
Iowa,85,SF 2361,Iowa Senate Bill 2361,https://legiscan.com/IA/text/SF2361/id/1014749/Iowa-2013-SF2361-Introduced.html,iowa_general_assembly_85_SF2361.txt,0.000992063492063492,0.0,0.0002204585537918871,0.0006613756613756613,0.0,0.0015432098765432098,0.0002204585537918871,0.0002204585537918871,0.0006613756613756613,0.0,0.0015432098765432098,0.0002204585537918871,0.0002204585537918871,0.0006613756613756613,0.0
Iowa,85,SF 2360,Iowa Senate Bill 2360,https://legiscan.com/IA/text/SF2360/id/1019815/Iowa-2013-SF2360-Enrolled.html,iowa_general_assembly_85_SF2360.txt,0.0,0.002043944813490036,0.000510986203372509,0.0,0.0,0.0,0.002043944813490036,0.000510986203372509,0.0,0.0,0.0,0.002043944813490036,0.000510986203372509,0.0,0.0
Iowa,85,SF 2354,Iowa Senate Bill 2354,https://legiscan.com/IA/text/SF2354/id/1011082/Iowa-2013-SF2354-Introduced.html,iowa_general_assembly_85_SF2354.txt,0.0034685165421558164,0.0,0.006670224119530417,0.005069370330843116,0.0,0.0034685165421558164,0.0,0.006670224119530417,0.005069370330843116,0.0,0.0034685165421558164,0.0,0.006670224119530417,0.005069370330843116,0.0
Iowa,85,SF 2358,Iowa Senate Bill 2358,https://legiscan.com/IA/text/SF2358/id/1014043/Iowa-2013-SF2358-Introduced.html,iowa_general_assembly_85_SF2358.txt,0.001473718683477976,0.0,0.0009824791223186507,0.01277222859014246,0.0,0.001473718683477976,0.0,0.0009824791223186507,0.01277222859014246,0.0,0.001473718683477976,0.0,0.0009824791223186507,0.01277222859014246,0.0
Iowa,85,SF 2362,Iowa Senate Bill 2362,https://legiscan.com/IA/text/SF2362/id/1019373/Iowa-2013-SF2362-Enrolled.html,iowa_general_assembly_85_SF2362.txt,0.0,0.0,0.00018433179723502304,0.003502304147465438,0.0,0.0,0.0,0.00018433179723502304,0.003502304147465438,0.0,0.0,0.0,0.00018433179723502304,0.003502304147465438,0.0
Iowa,85,HF 2475,Iowa House Bill 2475,https://legiscan.com/IA/text/HF2475/id/1014746/Iowa-2013-HF2475-Introduced.html,iowa_general_assembly_85_HF2475.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,85,SF 2318,Iowa Senate Bill 2318,https://legiscan.com/IA/text/SF2318/id/991451/Iowa-2013-SF2318-Amended.html,iowa_general_assembly_85_SF2318.txt,0.00256986829424992,0.0,0.0035335689045936395,0.0009637006103437199,0.0,0.00256986829424992,0.0,0.0035335689045936395,0.0009637006103437199,0.0,0.00256986829424992,0.0,0.0035335689045936395,0.0009637006103437199,0.0
Iowa,85,HF 2470,Iowa House Bill 2470,https://legiscan.com/IA/text/HF2470/id/1010421/Iowa-2013-HF2470-Introduced.html,iowa_general_assembly_85_HF2470.txt,0.0024549918166939444,0.0008183306055646482,0.0004091653027823241,0.0036824877250409165,0.0,0.0024549918166939444,0.0016366612111292963,0.0004091653027823241,0.0036824877250409165,0.0,0.0024549918166939444,0.0016366612111292963,0.0004091653027823241,0.0036824877250409165,0.0
Iowa,85,SSB 3223,Iowa Senate Study Bill 3223,https://legiscan.com/IA/text/SSB3223/id/1013924/Iowa-2013-SSB3223-Introduced.html,iowa_general_assembly_85_SSB3223.txt,0.0,0.0,0.00013071895424836603,0.00261437908496732,0.0,0.0,0.0,0.00013071895424836603,0.00261437908496732,0.0,0.0,0.0,0.00013071895424836603,0.00261437908496732,0.0
Iowa,85,SF 2359,Iowa Senate Bill 2359,https://legiscan.com/IA/text/SF2359/id/1019120/Iowa-2013-SF2359-Enrolled.html,iowa_general_assembly_85_SF2359.txt,0.0030109145652992097,0.0,0.005645464809936018,0.00639819345126082,0.0,0.0030109145652992097,0.0,0.005645464809936018,0.00639819345126082,0.0,0.0030109145652992097,0.0,0.005645464809936018,0.00639819345126082,0.0
